420.0939 197.1915 0.0000 0.0000 
391.5496 399.2200 0.0000 0.0000 
455.8237 98.7757 0.0000 0.0000 
167.6114 384.1148 0.0000 0.0000 
138.8874 276.9850 0.0000 0.0000 
238.6985 314.4355 0.0000 0.0000 
182.3922 256.7005 0.0000 0.0000 
476.1149 458.0975 0.0000 0.0000 
317.8559 358.6485 0.0000 0.0000 
70.8013 303.4844 0.0000 0.0000 
8.1503 121.4434 0.0000 0.0000 
68.6158 402.0884 0.0000 0.0000 
78.3395 200.4722 0.0000 0.0000 
64.8952 54.4044 0.0000 0.0000 
499.4622 109.1285 0.0000 0.0000 
256.4662 419.5561 0.0000 0.0000 
306.3199 148.0158 0.0000 0.0000 
318.7761 262.1436 0.0000 0.0000 
246.7915 486.3875 0.0000 0.0000 
146.2584 385.6789 0.0000 0.0000 
263.3725 384.9569 0.0000 0.0000 
200.1143 445.7647 0.0000 0.0000 
141.6574 176.2292 0.0000 0.0000 
403.8623 459.5132 0.0000 0.0000 
34.8776 474.6635 0.0000 0.0000 
262.9977 43.0279 0.0000 0.0000 
96.1069 331.6135 0.0000 0.0000 
445.1163 174.4465 0.0000 0.0000 
32.0857 10.0115 0.0000 0.0000 
228.8509 31.5479 0.0000 0.0000 
119.1400 485.3170 0.0000 0.0000 
451.1040 425.4599 0.0000 0.0000 
133.3329 269.8802 0.0000 0.0000 
187.6035 380.1244 0.0000 0.0000 
256.2677 333.8619 0.0000 0.0000 
265.8032 19.6402 0.0000 0.0000 
218.8188 465.9175 0.0000 0.0000 
465.4049 360.4762 0.0000 0.0000 
142.1467 369.2672 0.0000 0.0000 
319.9894 177.0243 0.0000 0.0000 
343.9307 82.9871 0.0000 0.0000 
220.0523 440.0376 0.0000 0.0000 
414.6006 165.1686 0.0000 0.0000 
114.4841 446.6862 0.0000 0.0000 
175.1801 343.3349 0.0000 0.0000 
478.2341 294.3201 0.0000 0.0000 
328.6520 429.3382 0.0000 0.0000 
219.7800 461.9849 0.0000 0.0000 
199.2183 407.3835 0.0000 0.0000 
342.1093 455.4860 0.0000 0.0000 
241.2453 107.9125 0.0000 0.0000 
475.1262 460.0641 0.0000 0.0000 
73.8300 440.5311 0.0000 0.0000 
320.5403 215.9767 0.0000 0.0000 
309.7982 140.5297 0.0000 0.0000 
393.0010 153.7289 0.0000 0.0000 
223.5168 113.0533 0.0000 0.0000 
93.7666 138.1173 0.0000 0.0000 
278.2219 208.2506 0.0000 0.0000 
84.8035 453.4019 0.0000 0.0000 
51.5856 63.0377 0.0000 0.0000 
247.7220 380.2376 0.0000 0.0000 
492.3758 467.5020 0.0000 0.0000 
342.2225 191.5942 0.0000 0.0000 
374.8854 184.3318 0.0000 0.0000 
147.0802 116.1308 0.0000 0.0000 
292.2443 122.2064 0.0000 0.0000 
76.1949 366.0742 0.0000 0.0000 
62.7374 396.7352 0.0000 0.0000 
82.0510 372.5357 0.0000 0.0000 
37.2649 475.0520 0.0000 0.0000 
26.2646 260.7817 0.0000 0.0000 
88.1053 120.0312 0.0000 0.0000 
398.8990 366.3272 0.0000 0.0000 
328.2818 483.7026 0.0000 0.0000 
319.7292 379.8674 0.0000 0.0000 
46.7402 67.4512 0.0000 0.0000 
260.1050 39.1161 0.0000 0.0000 
34.9532 102.3275 0.0000 0.0000 
230.7102 409.8387 0.0000 0.0000 
286.6593 377.7904 0.0000 0.0000 
25.9694 78.9036 0.0000 0.0000 
499.9968 102.1643 0.0000 0.0000 
444.9778 62.7342 0.0000 0.0000 
498.8995 27.0288 0.0000 0.0000 
435.2699 36.1644 0.0000 0.0000 
2.0808 461.5345 0.0000 0.0000 
296.9461 90.1861 0.0000 0.0000 
81.5658 195.8451 0.0000 0.0000 
456.5133 409.8476 0.0000 0.0000 
179.5477 276.2425 0.0000 0.0000 
289.7150 226.2879 0.0000 0.0000 
343.6937 49.8200 0.0000 0.0000 
265.4040 378.6469 0.0000 0.0000 
152.1476 496.1142 0.0000 0.0000 
288.4856 438.8069 0.0000 0.0000 
373.9046 314.4550 0.0000 0.0000 
17.7105 373.9014 0.0000 0.0000 
416.6193 462.6883 0.0000 0.0000 
436.6357 415.5188 0.0000 0.0000 
